-3.84945,0.41909
-3.43009,-0.0701917
-3.73715,-0.0764585
-4.35638,0.302424
-3.67285,-0.147868
-3.39557,-0.256599
-3.78187,-0.369644
-3.47578,-0.251411
-3.5905,-0.361445
-3.32659,0.140039
-3.33448,-0.0781868
-3.2252,0.180387
-3.42825,0.0858649
-2.87733,0.120913
-2.97688,-0.15721
-3.40708,0.788854
-3.06072,0.939109
-2.60687,0.734961
-2.30167,0.66035
-2.70302,0.926581
-2.6086,0.938341
-3.19459,1.08926
-2.56533,1.34221
-3.00272,1.50904
-2.81819,1.30194
-2.36322,1.79618
-2.64252,1.17821
-2.35468,1.26401
-2.36687,2.09873
-2.20697,1.43182
-2.35019,1.67195
-2.11614,1.02184
-1.72058,1.27401
-1.96324,2.19287
-1.80049,1.60412
-1.39003,1.32896
-1.73336,1.75028
-1.787,1.04856
-1.77951,1.00185
-1.37982,0.647201
-1.42423,0.916547
-1.69202,0.268595
-1.26665,-0.184731
-1.62388,-0.929862
-1.70419,-0.250538
-1.38926,-1.41213
-1.40997,-0.830337
-1.35806,-1.22583
-0.800889,-1.15913
-1.44766,-1.29397
-1.39447,-1.65196
-0.981133,-1.87578
-1.17633,-2.31197
-0.889797,-1.66592
-0.901875,-1.44375
-0.76148,-1.4741
-0.951907,-1.68008
-0.845173,-1.5895
-0.782567,-0.947551
-0.265738,-0.753805
0.203795,-0.232802
-0.203745,-0.707963
-0.489359,-0.227754
-0.686342,0.130555
-0.210241,-0.0794845
0.0358392,0.0663956
0.0993884,0.542909
0.0527959,0.664387
-0.391205,1.38693
0.198899,1.96552
-0.3053,1.42773
0.307131,2.10399
0.494083,1.91009
0.118677,2.19167
0.483712,2.54929
0.727716,2.41371
0.434194,2.67301
0.698968,2.89684
0.752124,1.99418
0.863017,1.83665
0.693201,2.4055
1.2444,2.20828
0.48213,1.9665
1.17306,1.76448
0.910287,1.71914
1.31443,1.91416
1.04699,1.08547
1.57716,0.978914
1.37886,0.670282
1.61043,0.734624
1.58938,-0.0783559
1.15152,-0.731489
0.99385,-0.348013
2.32758,-0.829126
1.32128,-0.756824
1.78092,-1.19643
1.56061,-1.35187
1.79447,-1.43311
2.53148,-1.19062
1.68578,-0.95508
2.22307,-1.53828
2.0539,-1.20883
2.49747,-1.87838
2.58535,-1.33704
2.01095,-1.50991
2.29196,-1.87351
2.59162,-1.04007
2.67627,-0.987542
2.16628,-0.955456
2.82849,-0.325863
2.55187,0.0104294
2.4016,-0.00569572
2.72076,-0.357926
2.66823,0.0574908
3.0795,1.0393
3.05506,0.707203
2.44507,0.678553
2.77322,0.639886
3.2439,0.318019
3.33037,0.992247
3.61846,1.46687
2.91627,1.13617
3.32023,1.30646
3.79645,1.79151
3.29877,0.384929
3.49623,1.18847
3.77365,0.723413
2.9929,1.41775
3.96285,1.16511
4.12542,1.42441
3.51613,0.912884
3.68492,0.614977
4.19006,0.877668
3.95165,0.0847349
4.16917,0.831189
4.07692,0.476545
4.0942,-0.252477
4.66,0.25104
4.42228,0.0328571
4.08766,0.0525696
4.23193,0.765989
4.51484,-0.0114567
4.16436,0.801093
4.6914,0.486112
4.58733,0.259372
4.80848,0.192874
4.4567,0.397505
4.89128,0.0168966
5.05161,0.843062
5.32769,-0.0367531
5.25601,-0.233841
5.35209,0.563215
5.41444,1.26534
4.87629,0.926255
4.77206,0.506746
5.19298,0.401957
5.5446,0.321771
5.06212,0.770791
5.25317,0.319211
5.53843,-0.065951
5.71233,1.42287
5.88261,0.311685
6.0609,0.601066
5.25909,0.0540723
5.98049,0.385066
5.88725,0.347108
5.74741,-0.449404
6.18538,0.119061
6.19502,-0.162133
6.41258,-0.332392
6.33224,0.098131
6.46565,-0.380567
6.67733,-0.812768
6.61725,-0.81194
5.82928,-0.765799
6.3932,-0.710182
6.13977,-0.810558
6.20525,-1.86373
6.24772,-0.672002
6.65897,-0.881107
6.45743,-1.00039
6.66579,-1.16609
6.93156,-0.349315
6.75027,-0.60295
6.73847,-0.987719
7.27493,-0.154233
6.9856,-0.277668
6.93401,0.341431
7.23205,0.657917
7.31986,0.713966
7.38186,1.00859
7.55577,0.905797
7.69449,1.07072
